job_category,employee_residence,experience_level,employment_type,work_setting,company_size,salary_in_usd_2023
Data Analysis,United States,Mid-level,Full-time,Remote,M,118965.0
Data Engineering,United States,Senior,Full-time,Remote,M,251217.0
Data Engineering,United States,Senior,Full-time,Remote,M,161298.0
Data Analysis,United States,Senior,Full-time,Remote,M,140698.0
Data Engineering,United States,Senior,Full-time,Remote,M,132741.25
Data Engineering,United States,Senior,Full-time,Remote,M,96511.0
Data Science and Research,United States,Executive,Full-time,Remote,M,230720.0
Data Science and Research,United States,Executive,Full-time,Remote,M,172911.25
Leadership and Management,United States,Executive,Full-time,Remote,M,180250.0
Leadership and Management,United States,Executive,Full-time,Remote,M,139050.0
Data Science and Research,United States,Senior,Full-time,In-person,L,211459.0
Data Science and Research,United States,Senior,Full-time,Remote,M,181280.0
Data Engineering,United States,Senior,Full-time,Remote,M,206103.0
Data Engineering,United States,Senior,Full-time,In-person,M,72615.0
Data Engineering,United States,Senior,Full-time,In-person,M,55620.0
Data Science and Research,United States,Senior,Full-time,In-person,M,211459.0
Data Science and Research,United States,Senior,Full-time,In-person,M,144612.0
Leadership and Management,United States,Senior,Full-time,In-person,M,211459.0
Leadership and Management,United States,Senior,Full-time,In-person,M,190241.0
Data Engineering,United States,Senior,Full-time,Remote,M,180353.0
Data Engineering,United States,Senior,Full-time,Remote,M,144457.5
Data Analysis,United States,Senior,Full-time,Remote,M,119634.5
Data Analysis,United States,Senior,Full-time,Remote,M,102021.5
Data Analysis,Canada,Mid-level,Full-time,In-person,M,87550.0
Data Analysis,Canada,Mid-level,Full-time,In-person,M,77250.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,220420.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,198378.0
Data Architecture and Modeling,United States,Senior,Full-time,Remote,M,274392.0
Data Architecture and Modeling,United States,Senior,Full-time,Remote,M,219513.6
Data Science and Research,United States,Mid-level,Full-time,In-person,M,145539.0
Data Science and Research,United States,Mid-level,Full-time,In-person,M,105163.0
Data Engineering,United States,Mid-level,Full-time,In-person,M,212899.97
Data Engineering,United States,Mid-level,Full-time,In-person,M,102073.0
Data Engineering,United States,Senior,Full-time,Remote,M,113815.0
Data Analysis,United Kingdom,Mid-level,Full-time,In-person,M,63412.98
Data Analysis,United Kingdom,Mid-level,Full-time,In-person,M,44388.880000000005
Data Analysis,United States,Senior,Full-time,Remote,M,82400.0
Data Analysis,United States,Senior,Full-time,Remote,M,61800.0
Data Science and Research,United States,Senior,Full-time,Remote,M,236900.0
Leadership and Management,United States,Senior,Full-time,Remote,M,154767.80000000002
Leadership and Management,United States,Senior,Full-time,Remote,M,112558.4
Data Science and Research,United States,Mid-level,Full-time,Remote,M,164800.0
Data Analysis,Canada,Entry-level,Full-time,In-person,M,69010.0
Data Analysis,Canada,Entry-level,Full-time,In-person,M,53560.0
Data Analysis,United States,Senior,Full-time,In-person,M,132870.0
Data Analysis,United States,Senior,Full-time,Remote,M,71070.0
Data Engineering,United States,Senior,Full-time,Remote,M,25750.0
Data Analysis,United States,Senior,Full-time,Remote,M,130295.0
Data Analysis,United States,Senior,Full-time,Remote,M,109447.8
Data Engineering,United States,Senior,Full-time,Remote,M,226713.3
Data Engineering,United States,Senior,Full-time,Remote,M,164882.4
Data Analysis,United States,Senior,Full-time,Remote,M,108150.0
Data Analysis,United States,Mid-level,Full-time,Remote,M,139050.0
Data Analysis,United States,Mid-level,Full-time,Remote,M,51500.0
Data Science and Research,United States,Senior,Full-time,Remote,M,226600.0
Data Science and Research,United Kingdom,Mid-level,Full-time,In-person,M,177557.58000000002
Data Science and Research,United Kingdom,Mid-level,Full-time,In-person,M,88778.79000000001
Machine Learning and AI,United States,Senior,Full-time,Remote,M,226600.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,123600.0
Data Science and Research,United States,Mid-level,Full-time,Remote,M,206000.0
Machine Learning and AI,United Arab Emirates,Senior,Full-time,Remote,S,123600.0
Machine Learning and AI,United Arab Emirates,Senior,Full-time,Remote,S,66950.0
Data Engineering,United States,Executive,Full-time,Remote,M,333720.0
Data Engineering,United States,Executive,Full-time,Remote,M,222480.0
Data Science and Research,United States,Senior,Full-time,Remote,M,190653.0
Data Science and Research,United States,Senior,Full-time,Remote,M,108036.7
Machine Learning and AI,Canada,Mid-level,Full-time,Remote,M,79118.42
Machine Learning and AI,Canada,Senior,Full-time,Hybrid,L,127962.702608
Data Science and Research,Canada,Executive,Full-time,Hybrid,L,197798.11
Machine Learning and AI,United States,Mid-level,Full-time,Remote,S,123600.0
Machine Learning and AI,Portugal,Mid-level,Full-time,Hybrid,L,57355.55
Data Engineering,Germany,Mid-level,Part-time,Hybrid,L,54108.99
Machine Learning and AI,Bolivia,Mid-level,Full-time,Remote,L,77250.0
Data Science and Research,United States,Mid-level,Full-time,Remote,L,161710.0
Data Analysis,Canada,Mid-level,Full-time,Hybrid,L,71206.99
Data Engineering,United States,Entry-level,Full-time,Remote,S,66950.0
Machine Learning and AI,Ireland,Senior,Full-time,Remote,S,70341.79000000001
Data Science and Research,United States,Mid-level,Full-time,Hybrid,L,115638.1
Data Science and Research,Canada,Mid-level,Full-time,Remote,M,69624.91
Data Analysis,Greece,Mid-level,Full-time,Remote,S,20600.0
Leadership and Management,Slovenia,Senior,Full-time,Remote,L,109101.8951
Leadership and Management,Malaysia,Senior,Full-time,Remote,M,206000.0
Data Science and Research,Canada,Entry-level,Full-time,Remote,L,52613.43
Machine Learning and AI,Australia,Mid-level,Full-time,Remote,L,86379.92
Data Science and Research,Japan,Entry-level,Full-time,Remote,L,41200.0
Leadership and Management,Estonia,Mid-level,Full-time,Remote,S,32465.6
Machine Learning and AI,Netherlands,Senior,Full-time,Remote,L,61684.64
Data Engineering,Pakistan,Entry-level,Full-time,Remote,L,59818.061434
Data Science and Research,France,Senior,Full-time,Hybrid,L,91985.18
Data Science and Research,Australia,Entry-level,Full-time,Hybrid,M,85666.13
Data Science and Research,United States,Senior,Full-time,Remote,M,169950.0
Machine Learning and AI,United States,Mid-level,Full-time,Hybrid,M,157590.0
Data Science and Research,Brazil,Senior,Full-time,Remote,M,103000.0
Machine Learning and AI,Canada,Senior,Full-time,Remote,M,79118.42
Data Science and Research,Poland,Mid-level,Full-time,Remote,L,34617.270000000004
Data Analysis,Canada,Mid-level,Full-time,Remote,S,77250.0
Data Analysis,Honduras,Mid-level,Full-time,In-person,S,21854.54
Machine Learning and AI,Tunisia,Entry-level,Contract,Remote,M,31383.07
Data Science and Research,Czech Republic,Mid-level,Full-time,Hybrid,L,74261.9391
Data Engineering,Pakistan,Entry-level,Full-time,Remote,M,57139.25
Data Science and Research,Austria,Mid-level,Full-time,In-person,L,63848.67
Data Science and Research,United States,Senior,Full-time,Remote,M,157075.0
Data Science and Research,United States,Entry-level,Full-time,Remote,L,123600.0
Data Science and Research,United States,Mid-level,Full-time,Remote,L,139050.0
Leadership and Management,United States,Senior,Full-time,Remote,L,417150.0
Data Engineering,United States,Senior,Full-time,In-person,L,159135.0
Data Science and Research,United States,Senior,Full-time,In-person,L,254616.0
Data Analysis,United States,Mid-level,Full-time,Remote,L,143221.5
Data Science and Research,United States,Entry-level,Full-time,Remote,M,84872.0
Data Science and Research,United States,Senior,Full-time,Remote,L,391400.0
Data Science and Research,Switzerland,Mid-level,Full-time,In-person,L,124014.06
Data Science and Research,United States,Senior,Full-time,Remote,L,182310.0
Data Engineering,France,Mid-level,Full-time,Remote,M,67095.23
Data Science and Research,Russia,Mid-level,Full-time,Remote,S,49440.0
Leadership and Management,Pakistan,Entry-level,Full-time,In-person,M,20600.0
Data Science and Research,United States,Senior,Full-time,In-person,L,233398.0
Machine Learning and AI,Australia,Entry-level,Full-time,Remote,S,154500.0
Data Analysis,United States,Mid-level,Full-time,Remote,M,95481.0
Data Science and Research,Canada,Mid-level,Freelance,Remote,M,103000.0
Data Science and Research,United States,Entry-level,Full-time,In-person,S,106090.0
Data Science and Research,Algeria,Entry-level,Part-time,Hybrid,M,103000.0
Data Science and Research,United States,Senior,Full-time,Hybrid,L,148320.0
Data Science and Research,Germany,Senior,Full-time,Remote,M,160163.97
Machine Learning and AI,Brazil,Senior,Full-time,Remote,M,25461.6
Machine Learning and AI,Vietnam,Mid-level,Full-time,Remote,M,40738.56
Data Analysis,United States,Entry-level,Full-time,Hybrid,L,103000.0
Data Science and Research,United States,Mid-level,Full-time,Remote,S,87524.25
Data Science and Research,France,Entry-level,Full-time,Hybrid,M,52669.4414
Data Engineering,United States,Entry-level,Full-time,Remote,M,123600.0
Machine Learning and AI,Germany,Senior,Full-time,In-person,M,86574.59
Machine Learning and AI,India,Entry-level,Full-time,Remote,S,21218.0
Machine Learning and AI,United States,Entry-level,Full-time,In-person,M,128750.0
Machine Learning and AI,United States,Senior,Full-time,Hybrid,S,127308.0
Data Science and Research,United Kingdom,Entry-level,Full-time,In-person,L,116738.2533
Machine Learning and AI,Portugal,Entry-level,Full-time,Remote,L,21643.39
Data Analysis,United States,Entry-level,Full-time,Remote,M,53045.0
Data Engineering,United States,Senior,Full-time,Remote,M,212180.0
Data Engineering,Spain,Mid-level,Full-time,Hybrid,M,63654.0
Data Engineering,United States,Mid-level,Full-time,Remote,L,212180.0
Machine Learning and AI,Iraq,Entry-level,Full-time,Hybrid,S,106090.0
Data Engineering,United States,Mid-level,Full-time,Remote,L,106090.0
Machine Learning and AI,Belgium,Senior,Full-time,Hybrid,M,87783.1096
Data Engineering,Germany,Mid-level,Full-time,Remote,S,64801.989281
Data Science and Research,France,Mid-level,Full-time,Hybrid,M,66464.3241
Data Engineering,United Kingdom,Mid-level,Full-time,Remote,L,87553.9552
Data Architecture and Modeling,United States,Mid-level,Full-time,Remote,L,180353.0
Data Architecture and Modeling,United States,Mid-level,Full-time,Remote,L,159135.0
Data Analysis,United States,Entry-level,Full-time,Hybrid,S,58349.5
Data Science and Research,United States,Executive,Full-time,In-person,L,265225.0
Data Engineering,United States,Entry-level,Full-time,Remote,L,84872.0
Data Engineering,United States,Entry-level,Full-time,Remote,L,76490.89
Data Science and Research,Germany,Executive,Full-time,Hybrid,M,137944.5834
Data Science and Research,Germany,Entry-level,Full-time,Hybrid,L,67718.3079
Data Science and Research,Greece,Senior,Full-time,Remote,L,74773.123156
Data Science and Research,Russia,Executive,Full-time,In-person,M,90176.5
Leadership and Management,Russia,Executive,Full-time,Hybrid,L,244007.0
Machine Learning and AI,United States,Entry-level,Full-time,Remote,S,132612.5
Leadership and Management,United States,Senior,Full-time,Remote,M,127308.0
Data Science and Research,United States,Mid-level,Full-time,In-person,M,491727.15
Data Analysis,France,Mid-level,Full-time,Hybrid,L,51094.821793
Data Engineering,Austria,Mid-level,Full-time,Hybrid,L,81003.85251
Data Science and Research,Canada,Senior,Full-time,Hybrid,L,134968.7589
Data Science and Research,United States,Senior,Full-time,Remote,L,152769.6
Data Science and Research,Canada,Mid-level,Full-time,Remote,L,80388.6366
Data Science and Research,United States,Mid-level,Full-time,Remote,M,159135.0
Data Science and Research,United States,Mid-level,Full-time,Remote,L,112550.881
Data Engineering,United States,Senior,Full-time,Remote,L,162317.69999999998
Data Engineering,United States,Mid-level,Full-time,Remote,L,95481.0
Data Analysis,United States,Entry-level,Full-time,Remote,S,95481.0
Data Analysis,United States,Entry-level,Full-time,Remote,S,63654.0
Data Science and Research,Nigeria,Mid-level,Full-time,Remote,L,53045.0
Machine Learning and AI,United States,Mid-level,Contract,Remote,L,286443.0
Data Science and Research,United Kingdom,Mid-level,Full-time,Hybrid,L,57541.0942
Machine Learning and AI,Spain,Mid-level,Full-time,Remote,S,50161.4738
Data Science and Research,Italy,Executive,Full-time,Remote,L,163025.3203
Data Engineering,Poland,Mid-level,Full-time,Remote,L,30210.1884
Leadership and Management,United States,Mid-level,Full-time,Remote,L,116699.0
Data Science and Research,United Kingdom,Entry-level,Full-time,Hybrid,L,87553.9552
Machine Learning and AI,United States,Entry-level,Full-time,Hybrid,L,273181.75
Data Analysis,France,Entry-level,Full-time,Hybrid,M,62701.3118
Data Analysis,Bulgaria,Senior,Full-time,Remote,S,84872.0
Machine Learning and AI,United States,Entry-level,Full-time,Remote,S,150796.326
Data Engineering,United States,Mid-level,Full-time,Remote,L,148526.0
Leadership and Management,Germany,Senior,Full-time,Remote,L,84020.0973
Data Analysis,United States,Senior,Full-time,Remote,L,180353.0
Data Analysis,United States,Entry-level,Full-time,Remote,M,84872.0
Data Science and Research,Philippines,Mid-level,Full-time,Remote,S,50003.18752
Data Analysis,United States,Mid-level,Full-time,Remote,M,106090.0
Data Science and Research,France,Senior,Full-time,Hybrid,L,56431.3928
